DATEV,UIUSG,UEUSG,IFSPEED
4/19/2016 0:00,3.32,40.83,150
4/19/2016 0:15,2.48,39.13,150
4/19/2016 0:30,2.38,33.35,150
4/19/2016 0:45,1.94,28.19,150
4/19/2016 1:00,1.3,21.64,150
4/19/2016 1:15,1.75,20.97,150
4/19/2016 1:30,1.93,18.8,150
4/19/2016 1:45,1.69,14.21,150
4/19/2016 2:00,1.3,14.29,150
4/19/2016 2:15,1.26,12.42,150
4/19/2016 2:30,1.36,12.76,150
4/19/2016 2:45,1.56,13.9,150
4/19/2016 3:00,1.6,13.43,150
4/19/2016 3:15,1.9,13.84,150
4/19/2016 3:30,1.53,15.6,150
4/19/2016 3:45,1.33,13.26,150
4/19/2016 4:00,1.4,12.13,150
4/19/2016 4:15,1.67,14.39,150
4/19/2016 4:30,1.42,15.07,150
4/19/2016 4:45,1.38,13.88,150
4/19/2016 5:00,1.09,14.27,150
4/19/2016 5:15,1.19,12.12,150
4/19/2016 5:30,1.49,13.2,150
4/19/2016 5:45,1.73,15.39,150
4/19/2016 6:00,1.93,15.37,150
4/19/2016 6:15,2.07,10.97,150
4/19/2016 6:30,1.7,13.88,150
4/19/2016 6:45,1.69,16.32,150
4/19/2016 7:00,2.65,25.75,150
4/19/2016 7:15,3.14,28.79,150
4/19/2016 7:30,2.96,25.67,150
4/19/2016 7:45,2.92,26.43,150
4/19/2016 8:00,3.1,28.74,150
4/19/2016 8:15,1.91,24.61,150
4/19/2016 8:30,1.92,34.41,150
4/19/2016 8:45,2.22,34.75,150
4/19/2016 9:00,2.04,32.54,150
4/19/2016 9:15,2.76,34.68,150
4/19/2016 9:30,3.14,38.28,150
4/19/2016 9:45,3.14,38.95,150
4/19/2016 10:00,2.99,38.81,150
4/19/2016 10:15,2.49,31,150
4/19/2016 10:30,2.52,29.96,150
4/19/2016 10:45,3.05,32.56,150
4/19/2016 11:00,3.16,31.6,150
4/19/2016 11:15,2.59,30.88,150
4/19/2016 11:30,2.47,32.75,150
4/19/2016 11:45,2.21,28.33,150
4/19/2016 12:00,2.21,28.7,150
4/19/2016 12:15,2.88,35.97,150
4/19/2016 12:30,3.33,37.88,150
4/19/2016 12:45,3.38,40.06,150
4/19/2016 13:00,3.28,38.27,150
4/19/2016 13:15,3.44,47.11,150
4/19/2016 13:30,3.15,39.02,150
4/19/2016 13:45,3.56,29.86,150
4/19/2016 14:00,3.87,31.65,150
4/19/2016 14:15,3.49,37.79,150
4/19/2016 14:30,3.36,39.2,150
4/19/2016 14:45,3.33,41.59,150
4/19/2016 15:00,3.27,40.37,150
4/19/2016 15:15,3.33,43.37,150
4/19/2016 15:30,3.89,49.54,150
4/19/2016 15:45,4.51,58.1,150
4/19/2016 16:00,5.37,67.7,150
4/19/2016 16:15,5.55,76.38,150
4/19/2016 16:30,5.87,72.2,150
4/19/2016 16:45,4.94,59.48,150
4/19/2016 17:00,5.71,58.62,150
4/19/2016 17:15,5.98,65.64,150
4/19/2016 17:30,5.51,57.06,150
4/19/2016 17:45,5.43,60.39,150
4/19/2016 18:00,5.15,60.69,150
4/19/2016 18:15,5.24,57.42,150
4/19/2016 18:30,5.9,64.75,150
4/19/2016 18:45,5.69,63.2,150
4/19/2016 19:00,5.02,60.11,150
4/19/2016 19:15,4.67,63.26,150
4/19/2016 19:30,4.98,70.12,150
4/19/2016 19:45,5.17,75.52,150
4/19/2016 20:00,5.71,73.6,150
4/19/2016 20:15,5.86,75.69,150
4/19/2016 20:30,6.66,73.08,150
4/19/2016 20:45,5.32,57.19,150
4/19/2016 21:00,6.44,61.9,150
4/19/2016 21:15,5.03,53.29,150
4/19/2016 21:30,5.33,63.24,150
4/19/2016 21:45,5.48,63.47,150
4/19/2016 22:00,4.99,61.85,150
4/19/2016 22:15,6.04,52.07,150
4/19/2016 22:30,7.1,56.09,150
4/19/2016 22:45,7.59,55.33,150
4/19/2016 23:00,7.09,61.33,150
4/19/2016 23:15,6.28,58.92,150
4/19/2016 23:30,5.9,57.8,150
4/19/2016 23:45,4.97,51.34,150
4/20/2016 0:00,4.97,53.67,150
4/20/2016 0:15,4.94,49.62,150
4/20/2016 0:30,4.21,45.32,150
4/20/2016 0:45,3.33,40.28,150
4/20/2016 1:00,2.91,28.12,150
4/20/2016 1:15,2.42,27.49,150
4/20/2016 1:30,2.67,21.27,150
4/20/2016 1:45,2.64,18.24,150
4/20/2016 2:00,2.02,15.99,150
4/20/2016 2:15,1.85,21.37,150
4/20/2016 2:30,1.82,20.99,150
4/20/2016 2:45,1.62,16.63,150
4/20/2016 3:00,1.85,15.02,150
4/20/2016 3:15,2.23,21.08,150
4/20/2016 3:30,1.83,20.27,150
4/20/2016 3:45,1.76,21.38,150
4/20/2016 4:00,1.98,21.77,150
4/20/2016 4:15,1.99,21.83,150
4/20/2016 4:30,1.63,19.24,150
4/20/2016 4:45,1.97,22.39,150
4/20/2016 5:00,1.77,18.51,150
4/20/2016 5:15,1.75,13.99,150
4/20/2016 5:30,1.74,14.96,150
4/20/2016 5:45,1.92,16.26,150
4/20/2016 6:00,1.69,13.85,150
4/20/2016 6:15,2.15,19.14,150
4/20/2016 6:30,1.81,14.44,150
4/20/2016 6:45,2.58,20.01,150
4/20/2016 7:00,2.78,25.7,150
4/20/2016 7:15,1.99,27.53,150
4/20/2016 7:30,2.25,27.21,150
4/20/2016 7:45,1.55,18.92,150
4/20/2016 8:00,1.62,18.65,150
4/20/2016 8:15,1.77,15.92,150
4/20/2016 8:30,1.47,21.93,150
4/20/2016 8:45,1.54,20.86,150
4/20/2016 9:00,1.93,20.97,150
4/20/2016 9:15,2.42,23.17,150
4/20/2016 9:30,1.75,20.8,150
4/20/2016 9:45,1.52,16.9,150
4/20/2016 10:00,1.55,18.21,150
4/20/2016 10:15,1.43,17.11,150
4/20/2016 10:30,1.73,20.36,150
4/20/2016 10:45,1.82,23.44,150
4/20/2016 11:00,1.89,25.02,150
4/20/2016 11:15,2.82,26.73,150
4/20/2016 11:30,2.85,36.39,150
4/20/2016 11:45,3.88,39.17,150
4/20/2016 12:00,2.64,34.56,150
4/20/2016 12:15,2.77,31.25,150
4/20/2016 12:30,3.09,37.77,150
4/20/2016 12:45,2.39,36.72,150
4/20/2016 13:00,2.65,37.7,150
4/20/2016 13:15,2.2,38.55,150
4/20/2016 13:30,2.45,34.6,150
4/20/2016 13:45,2.51,40.91,150
4/20/2016 14:00,3.28,43.24,150
4/20/2016 14:15,2.82,44.45,150
4/20/2016 14:30,2.56,38.87,150
4/20/2016 14:45,2.57,35.68,150
4/20/2016 15:00,2.39,32.77,150
4/20/2016 15:15,2.59,29.02,150
4/20/2016 15:30,2.94,26.99,150
4/20/2016 15:45,3.18,34.96,150
4/20/2016 16:00,4.03,54.89,150
4/20/2016 16:15,4.09,63.1,150
4/20/2016 16:30,3.81,60.12,150
4/20/2016 16:45,4.74,61.93,150
4/20/2016 17:00,4.23,57.21,150
4/20/2016 17:15,4.74,61.16,150
4/20/2016 17:30,5.09,62.34,150
4/20/2016 17:45,5.64,62.88,150
4/20/2016 18:00,5.03,56.15,150
4/20/2016 18:15,3.9,52.41,150
4/20/2016 18:30,3.45,48.06,150
4/20/2016 18:45,4.16,50.93,150
4/20/2016 19:00,4.14,54.2,150
4/20/2016 19:15,4.49,55.03,150
4/20/2016 19:30,4.77,56.37,150
4/20/2016 19:45,5.12,56.39,150
4/20/2016 20:00,5.37,65.06,150
4/20/2016 20:15,7.23,74.08,150
4/20/2016 20:30,6.14,79.71,150
4/20/2016 20:45,5.95,82.34,150
4/20/2016 21:00,6.25,85.33,150
4/20/2016 21:15,6.63,80.18,150
4/20/2016 21:30,5.46,76.96,150
4/20/2016 21:45,5.52,72.3,150
4/20/2016 22:00,5.5,69.56,150
4/20/2016 22:15,5.17,68.08,150
4/20/2016 22:30,4.87,53.17,150
4/20/2016 22:45,5.4,51.22,150
4/20/2016 23:00,6.56,51.26,150
4/20/2016 23:15,5.42,42.35,150
4/20/2016 23:30,5.16,38.94,150
4/20/2016 23:45,5.4,46.58,150
4/21/2016 0:00,4.52,45.2,150
4/21/2016 0:15,4.68,42.31,150
4/21/2016 0:30,4.87,40.88,150
4/21/2016 0:45,4.58,39.22,150
4/21/2016 1:00,3.29,35.01,150
4/21/2016 1:15,3.08,35.24,150
4/21/2016 1:30,2.41,31.24,150
4/21/2016 1:45,2.99,37.56,150
4/21/2016 2:00,2.28,31.36,150
4/21/2016 2:15,2.21,30.58,150
4/21/2016 2:30,2.26,26.78,150
4/21/2016 2:45,1.59,22.18,150
4/21/2016 3:00,1.3,18.44,150
4/21/2016 3:15,1.47,21.74,150
4/21/2016 3:30,1.91,22.44,150
4/21/2016 3:45,2.58,21.66,150
4/21/2016 4:00,2.23,17.76,150
4/21/2016 4:15,2.14,18.69,150
4/21/2016 4:30,1.83,15.46,150
4/21/2016 4:45,1.55,14.62,150
4/21/2016 5:00,1.35,12.72,150
4/21/2016 5:15,1.46,11.77,150
4/21/2016 5:30,0.89,10.54,150
4/21/2016 5:45,1.07,12.98,150
4/21/2016 6:00,1.19,10.54,150
4/21/2016 6:15,1.59,11.07,150
4/21/2016 6:30,1.76,14.47,150
4/21/2016 6:45,1.6,18.02,150
4/21/2016 7:00,1.88,22.59,150
4/21/2016 7:15,2.51,22.52,150
4/21/2016 7:30,1.75,22.92,150
4/21/2016 7:45,1.86,22.73,150
4/21/2016 8:00,1.62,21.27,150
4/21/2016 8:15,1.39,19.43,150
4/21/2016 8:30,1.45,16.29,150
4/21/2016 8:45,1.39,19.79,150
4/21/2016 9:00,1.87,21.4,150
4/21/2016 9:15,1.81,25.17,150
4/21/2016 9:30,1.93,24.43,150
4/21/2016 9:45,1.74,18.69,150
4/21/2016 10:00,1.69,17.61,150
4/21/2016 10:15,2.66,24.61,150
4/21/2016 10:30,2.53,24.28,150
4/21/2016 10:45,2.71,20.85,150
4/21/2016 11:00,2,26.3,150
4/21/2016 11:15,2.59,26.3,150
4/21/2016 11:30,3.15,29.56,150
4/21/2016 11:45,2.81,25.46,150
4/21/2016 12:00,2.67,24.08,150
4/21/2016 12:15,2.72,25.31,150
4/21/2016 12:30,3.19,28.95,150
4/21/2016 12:45,3.3,27.15,150
4/21/2016 13:00,3.19,26.74,150
4/21/2016 13:15,2.87,24.23,150
4/21/2016 13:30,2.3,20.37,150
4/21/2016 13:45,2.55,21.7,150
4/21/2016 14:00,2.81,28.59,150
4/21/2016 14:15,2.67,26.84,150
4/21/2016 14:30,3.2,33.8,150
4/21/2016 14:45,3.11,31.34,150
4/21/2016 15:00,3,31.89,150
4/21/2016 15:15,3.09,30.35,150
4/21/2016 15:30,2.64,30.43,150
4/21/2016 15:45,3.04,39.17,150
4/21/2016 16:00,3.54,57.73,150
4/21/2016 16:15,3.65,53.29,150
4/21/2016 16:30,3.78,55.4,150
4/21/2016 16:45,3.94,51.42,150
4/21/2016 17:00,3.69,45.72,150
4/21/2016 17:15,3.84,52.97,150
4/21/2016 17:30,4.02,56.2,150
4/21/2016 17:45,4.28,60.48,150
4/21/2016 18:00,5.38,65.26,150
4/21/2016 18:15,5.72,71.45,150
4/21/2016 18:30,5.44,73.44,150
4/21/2016 18:45,5.21,66.27,150
4/21/2016 19:00,5.35,69.27,150
4/21/2016 19:15,5.14,73.2,150
4/21/2016 19:30,6.46,76.17,150
4/21/2016 19:45,6.05,70.17,150
4/21/2016 20:00,6.42,78.42,150
4/21/2016 20:15,6.67,82.51,150
4/21/2016 20:30,5.67,77.03,150
4/21/2016 20:45,6.21,71,150
4/21/2016 21:00,7.25,74.86,150
4/21/2016 21:15,6.42,69.08,150
4/21/2016 21:30,6.37,75.74,150
4/21/2016 21:45,6.14,70.29,150
4/21/2016 22:00,5.43,65.22,150
4/21/2016 22:15,5.07,66.73,150
4/21/2016 22:30,4.75,60.03,150
4/21/2016 22:45,3.88,52.39,150
4/21/2016 23:00,4.65,50.56,150
4/21/2016 23:15,4.61,45.24,150
4/21/2016 23:30,4.4,43.12,150
4/21/2016 23:45,4.11,36.66,150
4/22/2016 0:00,3.8,39.54,150
4/22/2016 0:15,3.12,30.2,150
4/22/2016 0:30,3.11,29.97,150
4/22/2016 0:45,2.84,28.29,150
4/22/2016 1:00,3.17,28.93,150
4/22/2016 1:15,2.92,28.4,150
4/22/2016 1:30,2.18,20.01,150
4/22/2016 1:45,1.86,15.91,150
4/22/2016 2:00,2.45,12.84,150
4/22/2016 2:15,2.16,10.24,150
4/22/2016 2:30,1.84,8.77,150
4/22/2016 2:45,2.16,13.21,150
4/22/2016 3:00,1.8,10.24,150
4/22/2016 3:15,1.59,13.64,150
4/22/2016 3:30,1.38,16.31,150
4/22/2016 3:45,1.33,14.05,150
4/22/2016 4:00,1.61,10.31,150
4/22/2016 4:15,2.08,10.18,150
4/22/2016 4:30,1.69,6.52,150
4/22/2016 4:45,1.38,7.58,150
4/22/2016 5:00,1.23,7.35,150
4/22/2016 5:15,0.92,7.37,150
4/22/2016 5:30,1.19,12.65,150
4/22/2016 5:45,1.39,10.68,150
4/22/2016 6:00,2.26,13.06,150
4/22/2016 6:15,2.09,12.22,150
4/22/2016 6:30,1.4,11.89,150
4/22/2016 6:45,1.54,17.56,150
4/22/2016 7:00,2.28,20.87,150
4/22/2016 7:15,2.39,19.7,150
4/22/2016 7:30,2.53,23.49,150
4/22/2016 7:45,2.22,21.93,150
4/22/2016 8:00,2.47,17.92,150
4/22/2016 8:15,2.08,20.05,150
4/22/2016 8:30,2.51,27.07,150
4/22/2016 8:45,2.25,20.63,150
4/22/2016 9:00,2.47,24.46,150
4/22/2016 9:15,2.16,22.05,150
4/22/2016 9:30,2.51,25.49,150
4/22/2016 9:45,2.75,28.25,150
4/22/2016 10:00,2.69,30.06,150
4/22/2016 10:15,2.55,26.4,150
4/22/2016 10:30,2.75,28.27,150
4/22/2016 10:45,2.97,28.84,150
4/22/2016 11:00,3.02,26.98,150
4/22/2016 11:15,2.47,25.07,150
4/22/2016 11:30,2.33,23.52,150
4/22/2016 11:45,2.44,21.47,150
4/22/2016 12:00,2.34,25.78,150
4/22/2016 12:15,3.07,28.44,150
4/22/2016 12:30,3.79,26.53,150
4/22/2016 12:45,3.52,25.59,150
4/22/2016 13:00,3.37,28.94,150
4/22/2016 13:15,4.01,30.95,150
4/22/2016 13:30,2.38,31.92,150
4/22/2016 13:45,2.5,29.82,150
4/22/2016 14:00,2.78,30.1,150
4/22/2016 14:15,2.83,31.77,150
4/22/2016 14:30,2.3,33.83,150
4/22/2016 14:45,2.42,26.43,150
4/22/2016 15:00,2.46,29.87,150
4/22/2016 15:15,1.91,30.59,150
4/22/2016 15:30,1.97,34.27,150
4/22/2016 15:45,3,47.06,150
4/22/2016 16:00,3.24,47.83,150
4/22/2016 16:15,5.28,60.98,150
4/22/2016 16:30,4.95,48.84,150
4/22/2016 16:45,5.17,50.61,150
4/22/2016 17:00,5.07,46.87,150
4/22/2016 17:15,4.82,53.37,150
4/22/2016 17:30,4.35,50.6,150
4/22/2016 17:45,4.46,53.62,150
4/22/2016 18:00,4.16,51.67,150
4/22/2016 18:15,3.99,57.96,150
4/22/2016 18:30,4.16,62.14,150
4/22/2016 18:45,4.06,65.64,150
4/22/2016 19:00,3.82,56.1,150
4/22/2016 19:15,4.96,65.91,150
4/22/2016 19:30,4.71,64.88,150
4/22/2016 19:45,4.96,66.34,150
4/22/2016 20:00,5.53,65.92,150
4/22/2016 20:15,6.06,73.77,150
4/22/2016 20:30,5.35,76.87,150
4/22/2016 20:45,5.53,73.9,150
4/22/2016 21:00,5.71,79.02,150
4/22/2016 21:15,5.82,68.78,150
4/22/2016 21:30,5.06,69.34,150
4/22/2016 21:45,5.03,70.8,150
4/22/2016 22:00,5.64,72.29,150
4/22/2016 22:15,6.45,70.89,150
4/22/2016 22:30,5.5,65.78,150
4/22/2016 22:45,6.94,66.17,150
4/22/2016 23:00,6.74,54.21,150
4/22/2016 23:15,5.58,52.73,150
4/22/2016 23:30,5.54,46.41,150
4/22/2016 23:45,6.16,43.08,150
4/23/2016 0:00,7.01,46.05,150
4/23/2016 0:15,5.88,47.26,150
4/23/2016 0:30,5,51.17,150
4/23/2016 0:45,4.45,46.59,150
4/23/2016 1:00,4.14,44.17,150
4/23/2016 1:15,4.19,40.17,150
4/23/2016 1:30,4.22,41.56,150
4/23/2016 1:45,3.83,38.17,150
4/23/2016 2:00,4.02,32.81,150
4/23/2016 2:15,3.13,25.15,150
4/23/2016 2:30,2.25,21.2,150
4/23/2016 2:45,1.8,16.06,150
4/23/2016 3:00,1.95,17.85,150
4/23/2016 3:15,2.04,11.96,150
4/23/2016 3:30,2.07,9.96,150
4/23/2016 3:45,1.68,8.89,150
4/23/2016 4:00,1.53,9.12,150
4/23/2016 4:15,1.67,10.63,150
4/23/2016 4:30,1.89,12.66,150
4/23/2016 4:45,1.51,11.63,150
4/23/2016 5:00,1.95,11,150
4/23/2016 5:15,1.51,13.96,150
4/23/2016 5:30,0.88,12.74,150
4/23/2016 5:45,1.23,15.51,150
4/23/2016 6:00,2.05,15.32,150
4/23/2016 6:15,1.37,12.32,150
4/23/2016 6:30,1.9,16.08,150
4/23/2016 6:45,2.05,15.72,150
4/23/2016 7:00,2.17,19.37,150
4/23/2016 7:15,2.01,22.56,150
4/23/2016 7:30,2.68,23.77,150
4/23/2016 7:45,2.9,25.67,150
4/23/2016 8:00,2,26.31,150
4/23/2016 8:15,2.36,29.75,150
4/23/2016 8:30,4.46,39.07,150
4/23/2016 8:45,4.33,40.94,150
4/23/2016 9:00,2.97,38.49,150
4/23/2016 9:15,2.47,33.5,150
4/23/2016 9:30,3.22,40.25,150
4/23/2016 9:45,3.19,52.58,150
4/23/2016 10:00,3.3,40.27,150
4/23/2016 10:15,3.13,44.39,150
4/23/2016 10:30,3.62,47.08,150
4/23/2016 10:45,3.77,55.94,150
4/23/2016 11:00,3.63,51.74,150
4/23/2016 11:15,3.35,50.53,150
4/23/2016 11:30,3.81,51.04,150
4/23/2016 11:45,3.1,49.81,150
4/23/2016 12:00,4.05,50.38,150
4/23/2016 12:15,4.07,48.73,150
4/23/2016 12:30,3.31,49.11,150
4/23/2016 12:45,4.74,53.27,150
4/23/2016 13:00,4.61,50.77,150
4/23/2016 13:15,4.63,48.42,150
4/23/2016 13:30,4.51,47.77,150
4/23/2016 13:45,4.13,47.72,150
4/23/2016 14:00,4.22,41.14,150
4/23/2016 14:15,4.14,42.21,150
4/23/2016 14:30,4.42,47.01,150
4/23/2016 14:45,3.96,48.62,150
4/23/2016 15:00,4.67,47,150
4/23/2016 15:15,4.86,44.08,150
4/23/2016 15:30,4.6,46.52,150
4/23/2016 15:45,3.91,55.49,150
4/23/2016 16:00,3.83,54.47,150
4/23/2016 16:15,4.32,48.26,150
4/23/2016 16:30,4.44,47.79,150
4/23/2016 16:45,3.95,52.48,150
4/23/2016 17:00,4.09,53.72,150
4/23/2016 17:15,3.68,55.16,150
4/23/2016 17:30,3.06,53.26,150
4/23/2016 17:45,3.67,52.7,150
4/23/2016 18:00,3.37,55.08,150
4/23/2016 18:15,3.45,55.36,150
4/23/2016 18:30,3.72,53.41,150
4/23/2016 18:45,3.9,58.63,150
4/23/2016 19:00,4.32,55.53,150
4/23/2016 19:15,4.43,56.51,150
4/23/2016 19:30,3.64,49.5,150
4/23/2016 19:45,3.58,48.33,150
4/23/2016 20:00,4.44,48.53,150
4/23/2016 20:15,4.38,52.49,150
4/23/2016 20:30,4.35,47.55,150
4/23/2016 20:45,5.08,48.1,150
4/23/2016 21:00,4.4,48.47,150
4/23/2016 21:15,4.89,52.12,150
4/23/2016 21:30,4.98,62.64,150
4/23/2016 21:45,4.28,64,150
4/23/2016 22:00,4.38,59.28,150
4/23/2016 22:15,4.34,55.51,150
4/23/2016 22:30,4.53,48.89,150
4/23/2016 22:45,4.21,44.35,150
4/23/2016 23:00,4.35,55.65,150
4/23/2016 23:15,5.27,49.84,150
4/23/2016 23:30,5.31,46.38,150
4/23/2016 23:45,4.88,40.67,150
4/24/2016 0:00,3.99,34.03,150
4/24/2016 0:15,3.78,37.3,150
4/24/2016 0:30,3.5,29.51,150
4/24/2016 0:45,3.8,29.87,150
4/24/2016 1:00,3.83,30.91,150
4/24/2016 1:15,3.66,32.46,150
4/24/2016 1:30,2.73,31.97,150
4/24/2016 1:45,1.9,29.16,150
4/24/2016 2:00,1.83,28.61,150
4/24/2016 2:15,1.67,26.86,150
4/24/2016 2:30,1.8,25.92,150
4/24/2016 2:45,1.94,26.07,150
4/24/2016 3:00,2.08,24.87,150
4/24/2016 3:15,1.73,18.71,150
4/24/2016 3:30,1.56,18.78,150
4/24/2016 3:45,1.73,16.61,150
4/24/2016 4:00,2.12,10.73,150
4/24/2016 4:15,1.96,11.33,150
4/24/2016 4:30,1.02,12,150
4/24/2016 4:45,0.99,11.33,150
4/24/2016 5:00,1.26,9.62,150
4/24/2016 5:15,1.49,10.98,150
4/24/2016 5:30,1.06,11.38,150
4/24/2016 5:45,0.88,11.87,150
4/24/2016 6:00,0.96,13.42,150
4/24/2016 6:15,0.95,12.49,150
4/24/2016 6:30,1.06,13.65,150
4/24/2016 6:45,1.3,15.03,150
4/24/2016 7:00,1.37,14.03,150
4/24/2016 7:15,1.28,14.66,150
4/24/2016 7:30,1.59,18.99,150
4/24/2016 7:45,2.04,21.52,150
4/24/2016 8:00,2.11,26.77,150
4/24/2016 8:15,1.99,28.46,150
4/24/2016 8:30,2.2,28.46,150
4/24/2016 8:45,2.27,33.05,150
4/24/2016 9:00,2.28,38.06,150
4/24/2016 9:15,2.98,36.15,150
4/24/2016 9:30,3.66,39.69,150
4/24/2016 9:45,3.26,38.87,150
4/24/2016 10:00,3.15,41.91,150
4/24/2016 10:15,2.89,41.64,150
4/24/2016 10:30,3.23,41.7,150
4/24/2016 10:45,4.34,44.41,150
4/24/2016 11:00,4.2,43.53,150
4/24/2016 11:15,4.4,53.91,150
4/24/2016 11:30,4.28,58.66,150
4/24/2016 11:45,3.56,59.42,150
4/24/2016 12:00,4.19,54.47,150
4/24/2016 12:15,4.34,50.05,150
4/24/2016 12:30,4.74,48.94,150
