DATEV,UIUSG,UEUSG,IFSPEED
5/11/2016 11:15,2.54,26.38,150
5/11/2016 11:30,2.38,20.25,150
5/11/2016 11:45,2.1,19.87,150
5/11/2016 12:00,2.38,25.55,150
5/11/2016 12:15,2.09,19.68,150
5/11/2016 12:30,2.49,25.69,150
5/11/2016 12:45,2.81,28.69,150
5/11/2016 13:00,2.72,24.04,150
5/11/2016 13:15,2.64,25.28,150
5/11/2016 13:30,2.23,26.21,150
5/11/2016 13:45,1.98,26.2,150
5/11/2016 14:00,2.49,24.9,150
5/11/2016 14:15,2.66,33.64,150
5/11/2016 14:30,2.2,34.46,150
5/11/2016 14:45,1.99,30.96,150
5/11/2016 15:00,2.59,29.75,150
5/11/2016 15:15,2.97,33.86,150
5/11/2016 15:30,2.64,37.98,150
5/11/2016 15:45,2.99,43.64,150
5/11/2016 16:00,4.06,56.31,150
5/11/2016 16:15,3.93,61.63,150
5/11/2016 16:30,3.99,58.4,150
5/11/2016 16:45,4.34,60.85,150
5/11/2016 17:00,4.67,52.85,150
5/11/2016 17:15,4.4,56.13,150
5/11/2016 17:30,4.35,58.78,150
5/11/2016 17:45,4.18,55.2,150
5/11/2016 18:00,4.61,50.02,150
5/11/2016 18:15,4.95,54.22,150
5/11/2016 18:30,4.89,55.31,150
5/11/2016 18:45,4.33,56.33,150
5/11/2016 19:00,4.12,55.86,150
5/11/2016 19:15,4.44,60.93,150
5/11/2016 19:30,4.74,62.32,150
5/11/2016 19:45,4.16,67.41,150
5/11/2016 20:00,4.71,70.23,150
5/11/2016 20:15,5.29,67.18,150
5/11/2016 20:30,5.1,63.3,150
5/11/2016 20:45,5.94,65.23,150
5/11/2016 21:00,5.82,72.72,150
5/11/2016 21:15,6.03,71.25,150
5/11/2016 21:30,6.19,71.07,150
5/11/2016 21:45,6.2,64.62,150
5/11/2016 22:00,5.88,64.83,150
5/11/2016 22:15,5.67,57.6,150
5/11/2016 22:30,5.72,57.6,150
5/11/2016 22:45,6.63,58.2,150
5/11/2016 23:00,6.47,55.25,150
5/11/2016 23:15,5.54,44.67,150
5/11/2016 23:30,4.86,46.76,150
5/11/2016 23:45,4.8,51.01,150
5/12/2016 0:00,3.65,38.79,150
5/12/2016 0:15,2.79,34.3,150
5/12/2016 0:30,2.8,36.78,150
5/12/2016 0:45,2.73,33.53,150
5/12/2016 1:00,2.32,28.87,150
5/12/2016 1:15,3.14,27.07,150
5/12/2016 1:30,2.44,29.93,150
5/12/2016 1:45,2.21,23.64,150
5/12/2016 2:00,1.89,16.09,150
5/12/2016 2:15,1.44,14.69,150
5/12/2016 2:30,1.67,14.7,150
5/12/2016 2:45,1.62,12.74,150
5/12/2016 3:00,0.95,12.34,150
5/12/2016 3:15,1.07,16.51,150
5/12/2016 3:30,0.87,13.38,150
5/12/2016 3:45,0.77,11.07,150
5/12/2016 4:00,1.16,10.15,150
5/12/2016 4:15,0.87,10.87,150
5/12/2016 4:30,1.2,14.74,150
5/12/2016 4:45,1.13,11.93,150
5/12/2016 5:00,1.75,13,150
5/12/2016 5:15,1.99,11.86,150
5/12/2016 5:30,1.05,13.13,150
5/12/2016 5:45,1.48,12.51,150
5/12/2016 6:00,2.15,14.82,150
5/12/2016 6:15,1.82,16.26,150
5/12/2016 6:30,1.76,18.01,150
5/12/2016 6:45,1.89,27.69,150
5/12/2016 7:00,1.63,25.28,150
5/12/2016 7:15,2.24,30.23,150
5/12/2016 7:30,1.73,23.75,150
5/12/2016 7:45,1.49,18.16,150
5/12/2016 8:00,1.56,20.69,150
5/12/2016 8:15,1.6,22.64,150
5/12/2016 8:30,2.08,16.98,150
5/12/2016 8:45,1.96,20.13,150
5/12/2016 9:00,2.09,25.68,150
5/12/2016 9:15,2.03,24.41,150
5/12/2016 9:30,2.49,23.87,150
5/12/2016 9:45,2.79,21.49,150
5/12/2016 10:00,1.75,16.88,150
5/12/2016 10:15,1.41,17.12,150
5/12/2016 10:30,1.84,20.02,150
5/12/2016 10:45,1.37,19.29,150
5/12/2016 11:00,1.82,25.88,150
5/12/2016 11:15,2.13,23.71,150
5/12/2016 11:30,2.63,21.42,150
5/12/2016 11:45,2.2,23.22,150
5/12/2016 12:00,1.97,23.66,150
5/12/2016 12:15,2.18,21.7,150
5/12/2016 12:30,1.84,21.65,150
5/12/2016 12:45,2.02,25.34,150
5/12/2016 13:00,2.44,28.07,150
5/12/2016 13:15,2.33,23.85,150
5/12/2016 13:30,2.02,27.64,150
5/12/2016 13:45,2.06,27.77,150
5/12/2016 14:00,2.18,26.87,150
5/12/2016 14:15,1.85,20.2,150
5/12/2016 14:30,2.12,21.12,150
5/12/2016 14:45,2.32,23.13,150
5/12/2016 15:00,2.41,25.05,150
5/12/2016 15:15,2.65,23.27,150
5/12/2016 15:30,2.9,27.58,150
5/12/2016 15:45,4.44,44.76,150
5/12/2016 16:00,4.96,58.74,150
5/12/2016 16:15,4.78,61.81,150
5/12/2016 16:30,4.69,62.06,150
5/12/2016 16:45,5.21,69.31,150
5/12/2016 17:00,5.17,68.19,150
5/12/2016 17:15,4.79,64.23,150
5/12/2016 17:30,4.42,57.65,150
5/12/2016 17:45,4.63,58.67,150
5/12/2016 18:00,4.89,61.34,150
5/12/2016 18:15,4.29,54.4,150
5/12/2016 18:30,5.32,68.72,150
5/12/2016 18:45,5.22,64.29,150
5/12/2016 19:00,4.81,60.89,150
5/12/2016 19:15,4.85,64.92,150
5/12/2016 19:30,5.37,68.86,150
5/12/2016 19:45,6.91,68.21,150
5/12/2016 20:00,6.49,65.56,150
5/12/2016 20:15,6.6,71.8,150
5/12/2016 20:30,6.25,69.05,150
5/12/2016 20:45,6.46,70.26,150
5/12/2016 21:00,5.86,73.63,150
5/12/2016 21:15,6.04,73.71,150
5/12/2016 21:30,6.54,66.98,150
5/12/2016 21:45,5.44,56.95,150
5/12/2016 22:00,5.19,57.39,150
5/12/2016 22:15,5.7,55.72,150
5/12/2016 22:30,6.44,52.82,150
5/12/2016 22:45,6.54,46.75,150
5/12/2016 23:00,6.23,35.53,150
5/12/2016 23:15,5.21,30.91,150
5/12/2016 23:30,5.46,32.72,150
5/12/2016 23:45,4.36,35.39,150
5/13/2016 0:00,3.46,37.33,150
5/13/2016 0:15,2.64,30.4,150
5/13/2016 0:30,2.35,30.03,150
5/13/2016 0:45,2.94,31.8,150
5/13/2016 1:00,2.66,34.18,150
5/13/2016 1:15,2.39,29.86,150
5/13/2016 1:30,3.17,28.75,150
5/13/2016 1:45,2.55,25.16,150
5/13/2016 2:00,2.06,25.65,150
5/13/2016 2:15,2.01,24.68,150
5/13/2016 2:30,2.33,20.2,150
5/13/2016 2:45,2.05,18.05,150
5/13/2016 3:00,2,16.67,150
5/13/2016 3:15,1.8,15.79,150
5/13/2016 3:30,1.34,14.27,150
5/13/2016 3:45,1.32,15.54,150
5/13/2016 4:00,1.41,14.33,150
5/13/2016 4:15,1.21,14.33,150
5/13/2016 4:30,1.05,13.5,150
5/13/2016 4:45,1.39,12.75,150
5/13/2016 5:00,1.28,13.94,150
5/13/2016 5:15,0.93,14.55,150
5/13/2016 5:30,1.35,14.16,150
5/13/2016 5:45,0.97,10.99,150
5/13/2016 6:00,1.56,13.54,150
5/13/2016 6:15,1.76,15.96,150
5/13/2016 6:30,1.69,14.59,150
5/13/2016 6:45,1.78,18,150
5/13/2016 7:00,2.29,24.7,150
5/13/2016 7:15,3.08,31.91,150
5/13/2016 7:30,1.88,24.26,150
5/13/2016 7:45,1.44,20.11,150
5/13/2016 8:00,1.92,24.69,150
5/13/2016 8:15,1.51,21.21,150
5/13/2016 8:30,1.81,24.98,150
5/13/2016 8:45,1.54,23.68,150
5/13/2016 9:00,1.55,22.42,150
5/13/2016 9:15,1.47,23.66,150
5/13/2016 9:30,1.4,22.54,150
5/13/2016 9:45,1.67,18.53,150
5/13/2016 10:00,1.71,19.99,150
5/13/2016 10:15,2.04,24.58,150
5/13/2016 10:30,2.03,28,150
5/13/2016 10:45,2.32,32.95,150
5/13/2016 11:00,2.09,33.8,150
5/13/2016 11:15,2.31,30.99,150
5/13/2016 11:30,2.16,29.1,150
5/13/2016 11:45,1.97,27.99,150
5/13/2016 12:00,2.46,30.21,150
5/13/2016 12:15,2.13,33.78,150
5/13/2016 12:30,2.37,32.33,150
5/13/2016 12:45,2.38,35.4,150
5/13/2016 13:00,2.07,29.34,150
5/13/2016 13:15,2.42,37.33,150
5/13/2016 13:30,2.78,36.29,150
5/13/2016 13:45,2.77,33.03,150
5/13/2016 14:00,2.65,37.16,150
5/13/2016 14:15,2.74,33.4,150
5/13/2016 14:30,1.94,29.81,150
5/13/2016 14:45,2.61,33.23,150
5/13/2016 15:00,3.25,35.11,150
5/13/2016 15:15,3.08,28.51,150
5/13/2016 15:30,3,36.28,150
5/13/2016 15:45,3.83,48.3,150
5/13/2016 16:00,4.14,58.01,150
5/13/2016 16:15,4.53,57.64,150
5/13/2016 16:30,4.34,57.8,150
5/13/2016 16:45,5.04,63.31,150
5/13/2016 17:00,4.72,67.57,150
5/13/2016 17:15,4.75,65.5,150
5/13/2016 17:30,4.73,63.85,150
5/13/2016 17:45,4.75,67.79,150
5/13/2016 18:00,5.52,71.28,150
5/13/2016 18:15,5.3,67.65,150
5/13/2016 18:30,4.96,66.06,150
5/13/2016 18:45,4.65,64.23,150
5/13/2016 19:00,4.63,66.32,150
5/13/2016 19:15,3.71,58.44,150
5/13/2016 19:30,3.54,54.94,150
5/13/2016 19:45,4.05,61.41,150
5/13/2016 20:00,3.77,58.09,150
5/13/2016 20:15,4.61,68.82,150
5/13/2016 20:30,4.98,69.19,150
5/13/2016 20:45,5.35,64.85,150
5/13/2016 21:00,5.11,61.18,150
5/13/2016 21:15,4.61,63.42,150
5/13/2016 21:30,4.71,60.08,150
5/13/2016 21:45,6.19,70.73,150
5/13/2016 22:00,6.19,64.91,150
5/13/2016 22:15,5.61,65.68,150
5/13/2016 22:30,5.2,60.3,150
5/13/2016 22:45,4.92,66.81,150
5/13/2016 23:00,4.99,60.7,150
5/13/2016 23:15,4.66,55.83,150
5/13/2016 23:30,4.81,49.58,150
5/13/2016 23:45,4.85,44.9,150
5/14/2016 0:00,4.54,49.14,150
5/14/2016 0:15,4.45,45.68,150
5/14/2016 0:30,4.21,43.08,150
5/14/2016 0:45,4.37,45.57,150
5/14/2016 1:00,4.1,42.07,150
5/14/2016 1:15,3.95,44.92,150
5/14/2016 1:30,3.64,40.09,150
5/14/2016 1:45,2.66,27.49,150
5/14/2016 2:00,2.72,25.38,150
5/14/2016 2:15,2.78,25.08,150
5/14/2016 2:30,2.39,21.67,150
5/14/2016 2:45,2.3,15.81,150
5/14/2016 3:00,2.05,14.52,150
5/14/2016 3:15,2.27,14.41,150
5/14/2016 3:30,2.15,15.57,150
5/14/2016 3:45,1.61,13.71,150
5/14/2016 4:00,1.99,11.48,150
5/14/2016 4:15,2.27,12.87,150
5/14/2016 4:30,2.08,11.65,150
5/14/2016 4:45,1.9,10.07,150
5/14/2016 5:00,2.19,8.09,150
5/14/2016 5:15,1.54,7.49,150
5/14/2016 5:30,1.5,11.22,150
5/14/2016 5:45,2.17,14.18,150
5/14/2016 6:00,2.03,7.39,150
5/14/2016 6:15,1.84,9.93,150
5/14/2016 6:30,1.62,9.57,150
5/14/2016 6:45,2.2,11.06,150
5/14/2016 7:00,2.35,17.39,150
5/14/2016 7:15,2.54,25.09,150
5/14/2016 7:30,2.55,26.39,150
5/14/2016 7:45,2.03,30.34,150
5/14/2016 8:00,2.51,34.45,150
5/14/2016 8:15,2.59,34.23,150
5/14/2016 8:30,2.4,38.7,150
5/14/2016 8:45,2.88,37.71,150
5/14/2016 9:00,3.92,46.41,150
5/14/2016 9:15,4.37,51.11,150
5/14/2016 9:30,4.17,47.44,150
5/14/2016 9:45,4.51,53.05,150
5/14/2016 10:00,4.29,56.82,150
5/14/2016 10:15,4.08,56.33,150
5/14/2016 10:30,4.68,56.38,150
5/14/2016 10:45,4.57,57.38,150
5/14/2016 11:00,4.64,62.09,150
5/14/2016 11:15,4.78,59.73,150
5/14/2016 11:30,4.84,61.7,150
5/14/2016 11:45,5.02,65.49,150
5/14/2016 12:00,4.75,62.45,150
5/14/2016 12:15,4.48,67.34,150
5/14/2016 12:30,5.02,74.05,150
5/14/2016 12:45,4.38,75.17,150
5/14/2016 13:00,4.24,69.73,150
5/14/2016 13:15,3.69,60.81,150
5/14/2016 13:30,4.1,51.54,150
5/14/2016 13:45,4.05,50.68,150
5/14/2016 14:00,4.08,48.56,150
5/14/2016 14:15,4.41,51.69,150
5/14/2016 14:30,4.36,50.49,150
5/14/2016 14:45,4.55,60.92,150
5/14/2016 15:00,4.14,56.21,150
5/14/2016 15:15,4.55,51.29,150
5/14/2016 15:30,4.34,44.29,150
5/14/2016 15:45,4.13,50.26,150
5/14/2016 16:00,4.25,50.42,150
5/14/2016 16:15,4.84,55.37,150
5/14/2016 16:30,3.71,51.78,150
5/14/2016 16:45,4.64,68.25,150
5/14/2016 17:00,5.5,74.1,150
5/14/2016 17:15,4.49,70.19,150
5/14/2016 17:30,4.43,69.86,150
5/14/2016 17:45,3.83,63.93,150
5/14/2016 18:00,4.36,67.11,150
5/14/2016 18:15,4.88,73.42,150
5/14/2016 18:30,5.08,68.74,150
5/14/2016 18:45,4.71,66.57,150
5/14/2016 19:00,5.05,69.4,150
5/14/2016 19:15,5.34,68.25,150
5/14/2016 19:30,4.49,68.91,150
5/14/2016 19:45,5.2,74.67,150
5/14/2016 20:00,5.03,72.31,150
5/14/2016 20:15,5.07,73.58,150
5/14/2016 20:30,5.42,70.91,150
5/14/2016 20:45,5.32,68.62,150
5/14/2016 21:00,5.38,71.86,150
5/14/2016 21:15,4.74,71.07,150
5/14/2016 21:30,4.85,63.3,150
5/14/2016 21:45,4.38,63.16,150
5/14/2016 22:00,5.48,75.6,150
5/14/2016 22:15,5.21,79.34,150
5/14/2016 22:30,4.77,80.03,150
5/14/2016 22:45,4.2,61.46,150
5/14/2016 23:00,3.89,61.29,150
5/14/2016 23:15,4.24,63.04,150
5/14/2016 23:30,4.61,60.31,150
5/14/2016 23:45,4.1,57.2,150
5/15/2016 0:00,4.13,54.01,150
5/15/2016 0:15,4.04,53.24,150
5/15/2016 0:30,3.68,56.14,150
5/15/2016 0:45,3.91,49,150
5/15/2016 1:00,4.8,54.89,150
5/15/2016 1:15,4.27,47.56,150
5/15/2016 1:30,3.7,49.01,150
5/15/2016 1:45,3.72,45.6,150
5/15/2016 2:00,3.08,40.13,150
5/15/2016 2:15,2.65,38.5,150
5/15/2016 2:30,2.23,33.63,150
5/15/2016 2:45,2.45,33.11,150
5/15/2016 3:00,3.33,26.62,150
5/15/2016 3:15,1.58,22.29,150
5/15/2016 3:30,1.29,18.95,150
5/15/2016 3:45,1.25,18.47,150
5/15/2016 4:00,1.17,19.22,150
5/15/2016 4:15,0.92,15.27,150
5/15/2016 4:30,1.08,17.3,150
5/15/2016 4:45,0.79,11.73,150
5/15/2016 5:00,0.77,10.63,150
5/15/2016 5:15,1.01,10.02,150
5/15/2016 5:30,1.16,10.39,150
5/15/2016 5:45,1.01,9.19,150
5/15/2016 6:00,1.18,11.72,150
5/15/2016 6:15,1.56,15.36,150
5/15/2016 6:30,1.66,18.67,150
5/15/2016 6:45,1.76,22.44,150
5/15/2016 7:00,1.9,20.93,150
5/15/2016 7:15,1.88,20.13,150
5/15/2016 7:30,1.55,19.44,150
5/15/2016 7:45,2.07,23.1,150
5/15/2016 8:00,3.34,32.49,150
5/15/2016 8:15,4.09,41.33,150
5/15/2016 8:30,3.95,40.08,150
5/15/2016 8:45,3.92,38.72,150
5/15/2016 9:00,4.78,40.03,150
5/15/2016 9:15,3.72,48.83,150
5/15/2016 9:30,3.93,51.02,150
5/15/2016 9:45,3.88,51.68,150
5/15/2016 10:00,3.72,49.02,150
5/15/2016 10:15,3.89,50.4,150
5/15/2016 10:30,3.57,50.84,150
5/15/2016 10:45,4.1,49.38,150
5/15/2016 11:00,4.3,55.98,150
5/15/2016 11:15,3.8,52.84,150
5/15/2016 11:30,4.5,55.44,150
5/15/2016 11:45,4.25,58.17,150
5/15/2016 12:00,3.9,61.07,150
5/15/2016 12:15,3.7,62.79,150
5/15/2016 12:30,3.8,59.55,150
5/15/2016 12:45,4.52,60.71,150
5/15/2016 13:00,4.29,64.69,150
5/15/2016 13:15,4.55,72.15,150
5/15/2016 13:30,4.87,68.97,150
5/15/2016 13:45,4.6,66.46,150
5/15/2016 14:00,4.51,59.2,150
5/15/2016 14:15,5.31,69.17,150
5/15/2016 14:30,5.39,75,150
5/15/2016 14:45,5.63,72.38,150
5/15/2016 15:00,5.35,77.02,150
5/15/2016 15:15,5.36,70.46,150
5/15/2016 15:30,5.27,71.83,150
5/15/2016 15:45,4.98,64.43,150
5/15/2016 16:00,5.3,74.94,150
5/15/2016 16:15,5.12,77.9,150
5/15/2016 16:30,5.81,76.67,150
5/15/2016 16:45,5.21,68.73,150
5/15/2016 17:00,5.07,62.88,150
5/15/2016 17:15,5.21,61.09,150
5/15/2016 17:30,4.99,65.77,150
5/15/2016 17:45,5.68,69.68,150
5/15/2016 18:00,5.31,74.91,150
5/15/2016 18:15,5.7,75.61,150
5/15/2016 18:30,5.95,78.03,150
5/15/2016 18:45,5.49,72.79,150
5/15/2016 19:00,5.39,68.02,150
5/15/2016 19:15,5.6,76.85,150
5/15/2016 19:30,5.7,79.92,150
5/15/2016 19:45,5.75,80.86,150
5/15/2016 20:00,5.41,72.25,150
5/15/2016 20:15,5.35,70.65,150
5/15/2016 20:30,6.11,83.25,150
5/15/2016 20:45,6,78.37,150
5/15/2016 21:00,5.36,73.98,150
5/15/2016 21:15,6.3,79.27,150
5/15/2016 21:30,6.24,76.26,150
5/15/2016 21:45,4.97,63.94,150
5/15/2016 22:00,5.5,67.34,150
5/15/2016 22:15,5.58,65.69,150
5/15/2016 22:30,5.17,60.16,150
5/15/2016 22:45,5.47,56.29,150
5/15/2016 23:00,6.19,50.92,150
5/15/2016 23:15,5.33,46.86,150
5/15/2016 23:30,5.35,49.92,150
5/15/2016 23:45,4.59,42.82,150
5/16/2016 0:00,4.49,43.71,150
5/16/2016 0:15,4.37,39.59,150
5/16/2016 0:30,3.92,37.93,150
5/16/2016 0:45,3.56,37.86,150
5/16/2016 1:00,3.03,33.15,150
5/16/2016 1:15,2.86,33.66,150
5/16/2016 1:30,3.11,28.88,150
5/16/2016 1:45,2.99,24.77,150
5/16/2016 2:00,2.4,20.1,150
5/16/2016 2:15,2.94,18.77,150
5/16/2016 2:30,3.26,15.32,150
5/16/2016 2:45,3.05,15.77,150
5/16/2016 3:00,2.38,18.01,150
5/16/2016 3:15,1.95,19.35,150
5/16/2016 3:30,1.92,19.05,150
5/16/2016 3:45,1.76,14.35,150
5/16/2016 4:00,1.77,14.54,150
5/16/2016 4:15,2.15,14.2,150
5/16/2016 4:30,2.01,14.35,150
5/16/2016 4:45,1.92,16.77,150
5/16/2016 5:00,1.32,16.7,150
5/16/2016 5:15,1.19,13.55,150
5/16/2016 5:30,1.82,16.01,150
5/16/2016 5:45,1.88,18.28,150
5/16/2016 6:00,1.29,14.19,150
5/16/2016 6:15,1.37,11,150
5/16/2016 6:30,1.52,13.69,150
5/16/2016 6:45,2.48,22.02,150
5/16/2016 7:00,2.19,26.69,150
5/16/2016 7:15,2.49,27.44,150
5/16/2016 7:30,2.41,25.51,150
5/16/2016 7:45,2.25,26.51,150
5/16/2016 8:00,2.24,25.89,150
5/16/2016 8:15,2.35,24.08,150
5/16/2016 8:30,2.99,24.62,150
5/16/2016 8:45,2.76,23.89,150
5/16/2016 9:00,2.53,23.52,150
5/16/2016 9:15,2.76,27.48,150
5/16/2016 9:30,3.56,28.05,150
5/16/2016 9:45,3.53,26.31,150
5/16/2016 10:00,2.42,22.9,150
5/16/2016 10:15,2.44,27.47,150
5/16/2016 10:30,2.23,31.49,150
5/16/2016 10:45,1.69,26.99,150
5/16/2016 11:00,1.63,19.89,150
5/16/2016 11:15,1.82,20.92,150
5/16/2016 11:30,2.05,24.48,150
5/16/2016 11:45,1.51,19.63,150
5/16/2016 12:00,1.38,16.77,150
5/16/2016 12:15,1.75,19.32,150
5/16/2016 12:30,2.12,24.53,150
5/16/2016 12:45,2.12,24.92,150
5/16/2016 13:00,2.41,23.93,150
5/16/2016 13:15,2.27,28.83,150
5/16/2016 13:30,2.23,27.56,150
5/16/2016 13:45,2.62,29.87,150
5/16/2016 14:00,2.55,32.15,150
5/16/2016 14:15,2.29,28.61,150
5/16/2016 14:30,2.08,25.54,150
5/16/2016 14:45,1.84,23.61,150
5/16/2016 15:00,1.93,23.51,150
5/16/2016 15:15,2.36,29.6,150
5/16/2016 15:30,2.48,28.29,150
5/16/2016 15:45,2.77,40.93,150
5/16/2016 16:00,3.54,48.58,150
5/16/2016 16:15,3.79,54,150
5/16/2016 16:30,3.62,49.1,150
5/16/2016 16:45,4.22,46.8,150
5/16/2016 17:00,4.22,50,150
5/16/2016 17:15,4.49,55.94,150
5/16/2016 17:30,4.21,55.11,150
5/16/2016 17:45,3.73,52.27,150
5/16/2016 18:00,3.76,57.94,150
5/16/2016 18:15,4.28,56.89,150
5/16/2016 18:30,4.69,66.92,150
5/16/2016 18:45,5.22,64.22,150
5/16/2016 19:00,5.36,58.72,150
5/16/2016 19:15,5.13,58.92,150
5/16/2016 19:30,4.93,54.8,150
5/16/2016 19:45,4.66,59.09,150
5/16/2016 20:00,4.78,57.34,150
5/16/2016 20:15,4.97,64.75,150
5/16/2016 20:30,5.3,69.13,150
5/16/2016 20:45,6.07,72.61,150
5/16/2016 21:00,6.38,68.73,150
5/16/2016 21:15,7.42,80.42,150
5/16/2016 21:30,8.06,86.23,150
5/16/2016 21:45,7.93,76.9,150
5/16/2016 22:00,7.17,76.65,150
5/16/2016 22:15,6.6,72.46,150
5/16/2016 22:30,6.24,57.04,150
5/16/2016 22:45,6.96,63.61,150
5/16/2016 23:00,7.3,70.71,150
5/16/2016 23:15,6.29,66.07,150
5/16/2016 23:30,5.69,55.28,150
5/16/2016 23:45,4.81,47.56,150
5/17/2016 0:00,4.34,37.8,150
